,product name,price,image url,category,product dimensions,brand,capacity,configuration,energy star,model,annual energy consumption,refrigerator fresh food capacity,freezer capacity,installation type,part number,form factor,special features,colour,voltage,number of drawers,defrost system,door orientation,door material,shelf type,number of shelves,certification,material,included components,batteries required,manufacturer,country of origin,asin,customer reviews,best sellers rank,date first available,packer,item weight,item dimensions lxwxh,net quantity,generic name,energy efficiency,volume capacity name,batteries included,model name,door material type,model number,number of memory sticks,item model number,item height,item width,wattage,power source,are batteries included?,importer,specific product use,manufacturer part number,size,stain resistant?,assembly required,special feature,cooling type,capacity name,exterior,position,volume,viscosity,imported by,weighted annual energy consumption,style,access location,package dimensions,battery cell type,finish type,mounting hardware,number of items,noise level,ice storage capacity,drawer type,bottle count,color,item part number,primary material,what is in the box?,locking mechanism,mattress comfort,weight,control console,energy efficiency rating,number of doors,is assembly required,shelf material,other display features,whats in the box,number of vents,pattern,item shape,frame type,frame material,orientation,target audience,connector type,inner material type,number of racks,cooling power,product benefits,material type free,item form,hair type,material feature,age range (description),recommended uses for product,scent,mounting type,shipping weight,specific uses for product,item volume,surface recommendation,special ingredients,air flow capacity,controls type,reservoir capacity,standby power consumption,number of speeds,liquid volume,energy consumption,airflow displacement,number of option cycles,shape,specific uses,power and plug description,eu energy efficiency label,start year,compatible devices,operating voltage,maximum voltage,filter type,floor area,operation mode,room type,max number of supported devices,batteries,hardware platform,display technology,battery description,includes rechargeable battery,connectivity technology,does it contain liquid?,maximum rotational speed,noise level spinning,number of standard cycles,noise level washing,contains liquid contents,package information,lower temperature rating,cycle options,noise level drying,controller type,capacity per washing program,standard capacity cycle,setting type,hose length,number of settings,number of jets,water consumption,spinning performance rating,washing performance rating,drying performance rating,water consumption per complete standard program,additional information,lighting,closure type,number of sets,department,storage volume,fuel type,water resistance level,specification met,oven cooking mode,control type,door style,cable length,burner type,outer material,product care instructions,fill material,number of pieces,footboard upholstery,auto focus included,heating method,is dishwasher safe,temperature range,series,fabric type,with lid,is oven safe,bulb shape size,incandescent equivalent wattage,item package quantity,light source wattage,control method,assembly type,warranty summary,speed,bowl material,is microwaveable,occasion,output wattage,has nonstick coating,inner material,capacitance,number of slices,display type,number of programmes,furniture finish,min temperature setting,max temperature setting,warranty type,weight limit,horsepower,lid material,screen size,supported internet services,resolution,refresh rate,model year,ram memory installed size,operating system,hardware interface,graphics coprocessor,tuner technology,response time,remote control description,standing screen display size,viewing angle,image aspect ratio,image contrast ratio,supported image types,screen resolution,audio input compatible with the item,audio output mode,supported audio formats,speaker surround sound channel configuration,video capture resolution,audio wattage,gsm frequencies,total usb ports,actual viewing angle,includes remote,supports bluetooth technology,memory storage capacity,remote control technology,image brightness,battery cell composition,maximum operating distance,media format,aspect ratio,battery power rating,total power outlets,maximum resolution,speakers maximum output power,processor count,wire or cable technology,surround sound channel configuration,audio encoding,ram memory maximum size,light source type,cable feature,colour screen,audio input,processor brand,processor type,cellular technology,display resolution maximum,total hdmi ports
455,"Voltas 1.5 Ton 3 Star, Inverter Split AC(Copper, 5-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 183V Vertis Emerald, White)","34,490.",https://m.media-amazon.com/images/I/416yJReZzwL._AC_SS450_.jpg,air conditioner,23D x 96W x 32H Centimeters,Voltas,1.5 Tons,,,183V Vertis Emerald,4950 Watts,,,Split System,183V Vertis Emerald,convertible,Sleep Mode,White,230 Volts,,,,,,,Energy Star,Plastic,"Included In The Box: 1 Indoor Unit, 1 Outdoor Unit, 1 Inter Connecting Copper Pipe of 3 feet length, 1 Remote Control, 1 User manual, 1 Warranty Card, 2N Battery, 6N Screw, 6N Nylon Sleeve, 1N Cable, and Installation kit - 3m Copper Wire.",No,"Voltas, Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",India,B0BQR1ZYNC,3.6  3.6 out of 5 stars        55 ratings    3.6 out of 5 stars,"#109,272 in Home & Kitchen (See Top 100 in Home & Kitchen)  #86 in Split-System Air Conditioners",21 December 2022,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",44 kg 600 g,23 x 96 x 32 Centimeters,1 Count,Air Conditioner,,,,,,,,,,,4950 Watts,,,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",,,,,,Sleep Mode,,,,,,,,,,,,,,,,45 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,1.57 Kilowatts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
456,"Voltas 1 Ton 3 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 123V Vectra Elegant, White)","28,999.",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41LlSc9YsnL._AC_SS450_.jpg,air conditioner,21D x 80W x 26.5H Centimeters,Voltas,1 Tons,,,123V Vectra Elegant,3300 Watts,,,Split System,123V Vectra Elegant,convertible,"Remote Controlled, Dust Filter",1 Ton 3 Star 2023 Model,230 Volts,,,,,,,Energy Star,Plastic,"Included In The Box: 1 Indoor Unit, 1 Outdoor Unit, 1 Inter Connecting Copper Pipe of 3 feet length, 1 Remote Control, 1 User manual, 1 Warranty Card, 2N Battery, 6N Screw, 6N Nylon Sleeve, 1N Cable, and Installation kit - 3m Copper Wire.",No,"Voltas Limited, Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",India,B0BQR2491B,3.7  3.7 out of 5 stars        318 ratings    3.7 out of 5 stars,"#10,296 in Home & Kitchen (See Top 100 in Home & Kitchen)  #12 in Split-System Air Conditioners",21 December 2022,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",36 kg 900 g,21 x 80 x 26.5 Centimeters,1 Count,Air Conditioner,,,,,,,,,,,3300 Watts,,,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",,,,,,"Remote Controlled, Dust Filter",,,,,,,,,,,,,,,,44 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,1.12 Kilowatts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
457,"Voltas 1 Ton 3 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 123V Vectra Elite, White)","29,990.",https://m.media-amazon.com/images/I/41e6oqY5-ZL._AC_SS450_.jpg,air conditioner,21D x 80W x 26.5H Centimeters,Voltas,1 Tons,,,123V Vectra Elite,3300 Watts,,,Split System,123V Vectra Elite,convertible,"Remote Controlled, Dust Filter",White,230 Volts,,,,,,,Energy Star,Plastic,"1 Indoor Unit, 1 Outdoor Unit, 3 m Length Inter Connecting Copper Pipe, 1 Remote, 1 Manual, 1 Warranty Card",No,"Voltas, Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",India,B0BQR2FW4Y,4.0  4.0 out of 5 stars        76 ratings    4.0 out of 5 stars,"#94,138 in Home & Kitchen (See Top 100 in Home & Kitchen)  #74 in Split-System Air Conditioners",21 December 2022,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",36 kg 900 g,21 x 80 x 26.5 Centimeters,1 Count,Air Conditioner,,,,,,,,,,,3300 Watts,,,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",,,,,,"Remote Controlled, Dust Filter",,,,,,,,,,,,,,,,44 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,1.15 Kilowatts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
458,"Voltas 1.5 Ton 5 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Mode, Anti-dust Filter, 2023 Model, 185V Vectra Elegant,White)","38,990.",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/41LlSc9YsnL._AC_SS450_.jpg,air conditioner,23D x 96W x 31.7H Centimeters,Voltas,1.5 Tons,,,185V Vectra Elegant,4900 Watts,,,Split System,185V Vectra Elegant,convertible,"Remote Controlled, Dust Filter",White,230 Volts,,,,,,,Energy Star,Plastic,"Included In The Box: 1 Indoor Unit, 1 Outdoor Unit, 1 Inter Connecting Copper Pipe of 3 feet length, 1 Remote Control, 1 User manual, 1 Warranty Card, 2N Battery, 6N Screw, 6N Nylon Sleeve, 1N Cable, and Installation kit - 3m Copper Wire.",No,"Voltas Limited, Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",India,B0BQR2T346,"3.9  3.9 out of 5 stars        1,373 ratings    3.9 out of 5 stars","#10,002 in Home & Kitchen (See Top 100 in Home & Kitchen)  #11 in Split-System Air Conditioners",21 December 2022,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",46 kg 400 g,23 x 96 x 31.7 Centimeters,1 Count,Air Conditioner,,,,,,,,,,,4900 Watts,,,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",,,,,,"Remote Controlled, Dust Filter",,,,,,,,,,,,,,,,45 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,1.25 Kilowatts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
459,"Voltas 1.5 Ton 3 Star, Fixed Speed Split AC (Copper, LED Display, Anti-dust Filter, 2023 Model, 183 Vectra Elegant, White)","36,900.",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41LlSc9YsnL._AC_SS450_.jpg,air conditioner,23D x 96W x 31H Centimeters,Voltas,1.5 Tons,,,183 Vectra Elegant,4900 Watts,,,Split System,183 Vectra Elegant,,"Remote Controlled, Dust Filter",White,230 Volts,,,,,,,Energy Star,Plastic,"Included In The Box: 1 Indoor Unit, 1 Outdoor Unit, 1 Inter Connecting Copper Pipe of 3 feet length, 1 Remote Control, 1 User manual, 1 Warranty Card, 2N Battery, 6N Screw, 6N Nylon Sleeve, 1N Cable, and Installation kit - 3m Copper Wire.",No,"Voltas, Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",India,B0BQR2WMHX,4.2  4.2 out of 5 stars        12 ratings    4.2 out of 5 stars,"#120,147 in Home & Kitchen (See Top 100 in Home & Kitchen)  #90 in Split-System Air Conditioners",21 December 2022,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",44 kg 600 g,23 x 96 x 31 Centimeters,1 Count,Air Conditioner,,,,,,,,,,,4900 Watts,,,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",,,,,,"Remote Controlled, Dust Filter",,,,,,,,,,,,,,,,47 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,1.29 Kilowatts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,"Voltas 1.5 Ton 3 Star, Inverter Split AC(Copper, 4-in-1 Adjustable Cooling, Anti-dust Filter, 2023 Model, 183VH Vertis Prism, White)","41,490.",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41uGfBsxMRL._AC_SS450_.jpg,air conditioner,23D x 96W x 32H Centimeters,Voltas,1.5 Tons,,,183VH Vertis Prism,5150 Watts,,,Split System,183VH Vertis Prism,,"Remote Controlled, Dust Filter",White,230 Volts,,,,,,,Energy Star,Plastic,"Included In The Box: 1 Indoor Unit, 1 Outdoor Unit, 1 Inter Connecting Copper Pipe of 3 feet length, 1 Remote Control, 1 User manual, 1 Warranty Card, 2N Battery, 6N Screw, 6N Nylon Sleeve, 1N Cable, and Installation kit - 3m Copper Wire.",No,"Voltas, Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",India,B0BQR3L6XV,,"#1,470,219 in Home & Kitchen (See Top 100 in Home & Kitchen)  #855 in Split-System Air Conditioners",21 December 2022,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",48 kg 800 g,23 x 96 x 32 Centimeters,1 Count,Air Conditioner,,,,,,,,,,,5150 Watts,,,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",,,,,,"Remote Controlled, Dust Filter",,,,,,,,,,,,,,,,47 dB,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7 Kilowatts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
461,"Voltas 1 Ton 3 Star, Fixed Speed Split AC (Copper, LED Display, Anti-dust Filter, 2023 Model, 123 Vectra Elegant, White)","32,410.",https://m.media-amazon.com/images/W/MEDIAX_792452-T1/images/I/41LlSc9YsnL._AC_SS450_.jpg,air conditioner,21D x 80W x 26.5H Centimeters,Voltas,1 Tons,,,123 Vectra Elegant,3450 Watts,,,Split System,123 Vectra Elegant,,"Remote Controlled, Dust Filter",White,230 Volts,,,,,,,Energy Star,Plastic,"Included In The Box: 1 Indoor Unit, 1 Outdoor Unit, 1 Inter Connecting Copper Pipe of 3 feet length, 1 Remote Control, 1 User manual, 1 Warranty Card, 2N Battery, 6N Screw, 6N Nylon Sleeve, 1N Cable, and Installation kit - 3m Copper Wire.",No,"Voltas, Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",India,B0BQR3YQ44,1.0  1.0 out of 5 stars        2 ratings    1.0 out of 5 stars,"#80,344 in Home & Kitchen (See Top 100 in Home & Kitchen)  #63 in Split-System Air Conditioners",21 December 2022,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",43 kg 100 g,21 x 80 x 26.5 Centimeters,1 Count,Air Conditioner,,,,,,,,,,,3450 Watts,,,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",,,,,,"Remote Controlled, Dust Filter",,,,,,,,,,,,,,,,44 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,0.91 Kilowatts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,"Blue Star 1.5 Ton 2 Star Fixed Speed Split AC (Copper, Anti Corrosive Gold Fins, Dry Mode, Eco Mode, Hidden Display, Self Diagnosis, Stabiliser Free Operation, Turbo Cool, 2023 Model, FA218YNU,White)","37,918.",https://m.media-amazon.com/images/W/MEDIAX_792452-T2/images/I/51vil7WHiOL._AC_SS450_.jpg,air conditioner,21.5D x 96W x 32H Centimeters,Blue Star,1.5 Tons,,2 Star,FA218YNU,1127.1 Kilowatt Hours Per Year,,,Split System,FA218YNU,,Auto Restart,White,230 Volts,,,,,,,energy star,copper,"1 Indoor Unit, 1 Outdoor Unit, 1 Remote Control, User manual, Warranty Card & 3m Copper wire/ Interconnecting pipe",No,"Blue Star Limited, BLUE STAR LIMITED, KASTURI BUILDINGS, MOHAN T ADVANI CHOWK, JAMSHEDJI TATA ROAD, CHURCHGATE, MUMBAI 400 020",India,B0BQVPKT74,4.2  4.2 out of 5 stars        608 ratings    4.2 out of 5 stars,"#203,219 in Home & Kitchen (See Top 100 in Home & Kitchen)  #137 in Split-System Air Conditioners",29 December 2022,"BLUE STAR LIMITED, KASTURI BUILDINGS, MOHAN T ADVANI CHOWK, JAMSHEDJI TATA ROAD, CHURCHGATE, MUMBAI 400 020",48 kg,21.5 x 96 x 32 Centimeters,1 Count,Air Conditioner,,,,,,,,,,,5125 Watts,,,,,,,,,Auto Restart,,,,,,,,,,,,,,,,45 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
463,"ONIDA 1 Ton 3 Star Inverter Split AC (Copper, 2 Way Swing, Dust Filter, 2023 Model, IR123DAS, White)","30,990.",https://m.media-amazon.com/images/I/51cPuZQJD5L._AC_SS450_.jpg,air conditioner,26.9D x 81W x 21.1H Centimeters,Onida,1 Tons,,,IR123DAS,696.69 Kilowatts,,,Split System,IR123DAS,Mini-Split,"Remote Controlled, Copper Condensor, Blue Hydrophilic Coating Fins, Dust Filter",White,140 Volts,,,,,,,Energy Star,Plastic,"1 Indoor Unit, 1 Outdoor Unit, 3 m Length Inter Connecting Copper Pipe, 1 Remote, 1 Manual, 1 Warranty Card",Yes,"MIRC ELECTRONICS LIMITED, MIRC ELECTRONICS LTD, VILLAGE KUDUS, WADA BHIWANDI ROAD, TALUKA WADA, DIST-PALGHAR- 421312, CUSTOMER CARE : customer.care@onida.com, 7490955555",India,B0BQWYKD3P,4.1  4.1 out of 5 stars        162 ratings    4.1 out of 5 stars,"#317,543 in Home & Kitchen (See Top 100 in Home & Kitchen)  #211 in Split-System Air Conditioners",22 December 2022,"MIRC ELECTRONICS LTD, VILLAGE KUDUS, WADA BHIWANDI ROAD, TALUKA WADA, DIST-PALGHAR- 421312, CUSTOMER CARE : customer.care@onida.com, 7490955555",9 kg 500 g,26.9 x 81 x 21.1 Centimeters,1 Count,Split-System Air Conditioners,,,Yes,,,,,,,,420 Watts,,,"MIRC ELECTRONICS LTD, VILLAGE KUDUS, WADA BHIWANDI ROAD, TALUKA WADA, DIST-PALGHAR- 421312, CUSTOMER CARE : customer.care@onida.com, 7490955555",,,,,,"Remote Controlled, Copper Condensor, Blue Hydrophilic Coating Fins, Dust Filter",,,,,,,,,,,,Alkaline,,,,56 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,3880 Kilowatts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
464,Voltas SAC 243V Vectra Elegant Inverter Split AC 2 Ton,"42,990.",https://m.media-amazon.com/images/I/41XIS-sx+RL._AC_SS450_.jpg,air conditioner,23.5D x 96W x 31.7H Centimeters,Voltas,2 Tons,,,4503454,6000 Watts,,,Split System,4503454,,Dust Filter,White,230 Volts,,,,,,,ce,,AC,No,"Voltas, Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",India,B0BQY7L9X7,1.0  1.0 out of 5 stars        1 rating    1.0 out of 5 stars,"#237,387 in Home & Kitchen (See Top 100 in Home & Kitchen)  #160 in Split-System Air Conditioners",23 December 2022,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",47 kg,23.5 x 96 x 31.7 Centimeters,1 Count,Air Conditioner,,,No,,,,,,,,6000 Watts,,,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",,,,,,Dust Filter,,,,,,,,,,,,,,,,45 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,6000 British Thermal Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
465,Voltas SAC 123 Vectra Platina Fixed Window AC 1 Ton,,,air conditioner,57D x 66W x 38.5H Centimeters,Voltas,1 Tons,,,4011481,3100 Watts,,,Window,4011481,,Dehumidifier,White,230 Volts,,,,,,,ce,,AC,No,"Voltas, Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",,B0BQYB5YVF,3.9  3.9 out of 5 stars        47 ratings    3.9 out of 5 stars,"#128,079 in Home & Kitchen (See Top 100 in Home & Kitchen)  #97 in Split-System Air Conditioners",23 December 2022,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",43 kg,57 x 66 x 38.5 Centimeters,1 Count,Air Conditioner,,,,,,,,,,,3100 Watts,,,"Voltas Limited Voltas House 'A' Block, Dr. Babasaheb Ambedkar Rd, Chinchpokli, Mumbai - 400 033, India",,,,,,Dehumidifier,,,,,,,,,,,,,,,,54 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,1 Tons,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
466,SPLIT AC - 1.5TR HITACHI KIYORA 5100X HP INVERTER HEATPUMP - R410A - RSRG517HEXA,"47,990.",https://m.media-amazon.com/images/I/41AY1pk5oRL._AC_SS450_.jpg,air conditioner,54.1D x 174.7W x 84.2H Centimeters,Hitachi,1.5 Tons,,,RSRG517HEXA,867.57 Kilowatt Hours,,,Split System,RSRG517HEXA,,"Inverter Compressor, High Density Filter, Anti Bacterial Filter, Heating And Cooling Function, Dehumidifier",White,230 Volts,,,,,,,energy star,,Installation Kit / Manual/Remote / unit,Yes,"Jhonsons Control- Hitachi Air conditioning, JCH-IN., Hitachi Complex, Karannagar, Kadi. Dist. Mehsana- 382715. Gujarat. India. Customer Care No. 7567884848. email: customercare@jci-hitachi.com",India,B0BQZ8P5HX,2.7  2.7 out of 5 stars        3 ratings    2.7 out of 5 stars,"#1,123,549 in Home & Kitchen (See Top 100 in Home & Kitchen)  #707 in Split-System Air Conditioners",23 December 2022,"JCH-IN., Hitachi Complex, Karannagar, Kadi. Dist. Mehsana- 382715. Gujarat. India. Customer Care No. 7567884848. email: customercare@jci-hitachi.com",48 kg,54.1 x 174.7 x 84.2 Centimeters,1 Count,Split-System Air Conditioners,,,Yes,,,,,,,,1473 KW,,,"JCH-IN., Hitachi Complex, Karannagar, Kadi. Dist. Mehsana- 382715. Gujarat. India. Customer Care No. 7567884848. email: customercare@jci-hitachi.com",,,,,,"Inverter Compressor, High Density Filter, Anti Bacterial Filter, Heating And Cooling Function, Dehumidifier",,,,,,,,,,,,Zinc Carbon,,,,30 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,17400 British Thermal Units,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
467,"Carrier 1.5 Ton 3 Star AI Flexicool Inverter Split AC (Copper, Convertible 4-in-1 Cooling,High Density Filter, Auto Cleanser, 2023 Model,ESTER Exi - CAI18ER3R32F0,White)","33,999.",https://m.media-amazon.com/images/I/51sTXvsanQL._AC_SS450_.jpg,air conditioner,22D x 85W x 27H Centimeters,Carrier,1.5 Tons,,,CAI18ER3R32F0,964.1 Kilowatt Hours Per Year,,,Split System,CAI18ER3R32F0,Mini-Split,"Dust Filter, Air Purification Filter, Dehumidifier",White,230 Volts (AC),,,,,,,energy star,Plastic,"1 Indoor Unit, 1 Outdoor Unit, 3 m Length Inter Connecting Copper Pipe, 1 Remote, 1 Manual.",Yes,"Carrier Midea India Private Limited, Carrier Midea India Pvt. Ltd., 1st Floor, Pearl Tower, Plot no. 51, Sector-32, Gurgaon-122001; Customer Care: 18001033333",India,B0BR5812CL,"4.0  4.0 out of 5 stars        2,053 ratings    4.0 out of 5 stars","#9,149 in Home & Kitchen (See Top 100 in Home & Kitchen)  #9 in Split-System Air Conditioners",26 December 2022,"Carrier Midea India Pvt. Ltd., 1st Floor, Pearl Tower, Plot no. 51, Sector-32, Gurgaon-122001; Customer Care: 18001033333",10 kg,22 x 85 x 27 Centimeters,1 Set,Air Conditioners,,,No,,,,,,,,1575 Watts,,,,,,,,,"Dust Filter, Air Purification Filter, Dehumidifier",,,,,,,,,,,,,,,,32 dB,,,,,,,,,,,remote control,,,,,,,,,,,,,,,,,4800 Kilowatts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
